; Zeus eventmsg.zh-CN.txt (UTF-8)
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"由于[leader_name]真的非常喜欢你，"
PHRASE_zeus_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_zeus_disaster_title 					"n/a"
PHRASE_CONDENSED_zeus_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_zeus_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_zeus_disaster_no_reason	  			"N/A"

;*****Zeus disaster ends**********************************
PHRASE_zeus_disaster_ends_title 						"[city_name]恢复"
PHRASE_zeus_disaster_ends_oracle_prediction			"我，神谕所的女祭司，有个好消息要告诉你，[player_name]。[city_name]的执政官[leader_name]重建城市的工作差不多就要完成了。一年之内[city_name]将能够与你恢复贸易关系。"
PHRASE_zeus_disaster_ends_initial_announcement		"你好，[player_name]。我，[city_name]的执政官[leader_name]，很高兴地通知你我们城市的重建工作已经完成，可以与你恢复贸易了！"
PHRASE_zeus_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_zeus_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_zeus_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_zeus_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_zeus_disaster_ends_no_reason	  				"N/A"

;*****Poseidon disaster**********************************
PHRASE_poseidon_disaster_title 					"波塞东惩罚[city_name]"
PHRASE_poseidon_disaster_oracle_prediction	    "我，神谕所无所不知的女祭司，预见到[city_name]将有一段苦日子要过了。他们的执政官[leader_name]激怒了海神波塞东，他会在一年之内掀起滔天巨浪将[city_name]大部分的建筑摧毁。因此，[city_name]与你的贸易将被迫中断。"
PHRASE_poseidon_disaster_initial_announcement    "我，[city_name]的执政官[leader_name]，做了一件愚蠢的事情，[player_name]！我把海洋之主波塞东激怒了，他掀起巨浪将我的城市吞没了。[city_name]可能需要很长一段时间才能恢复过来，在此期间我不能与你进行贸易了。"
PHRASE_poseidon_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_poseidon_disaster_title 					"n/a"
PHRASE_CONDENSED_poseidon_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_poseidon_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_poseidon_disaster_no_reason	  			"N/A"

;*****Poseidon disaster ends**********************************
PHRASE_poseidon_disaster_ends_title 						"[city_name]恢复"
PHRASE_poseidon_disaster_ends_oracle_prediction			"你好，[player_name]。我，神谕所智慧的先知，有一个关于[city_name]的好消息要告诉你。一年之内，该城的执政官[leader_name]将完成城市的重建工作，可以与你恢复贸易了！"
PHRASE_poseidon_disaster_ends_initial_announcement		"今天真是一个大喜的日子，[player_name]。我，[city_name]的执政官[leader_name]，终于完成了城市的重建，可以与你恢复贸易了！"
PHRASE_poseidon_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_poseidon_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_poseidon_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_poseidon_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_poseidon_disaster_ends_no_reason	  				"N/A"

;*****Hades disaster**********************************
PHRASE_hades_disaster_title 					"哈迪斯惩罚[city_name]"
PHRASE_hades_disaster_oracle_prediction	    "幸好你没有住在[city_name]，[player_name]。我，神谕所的女祭司，预见到[city_name]的执政官[leader_name]将会招惹到哈迪斯。哈迪斯将用滚烫的熔岩流来惩罚他们。城市的大部分建筑将被毁去。在[leader_name]重建[city_name]的时候他不得不中断与你的贸易关系。"
PHRASE_hades_disaster_initial_announcement    "吸取我的教训吧，[player_name]，千万不要招惹哈迪斯！我，[city_name]的执政官[leader_name]，因为不小心惹恼了他，他就让熔岩流过我的城市，把我大部分建筑都摧毁了！在我重建城市的时候我不能再于你保持贸易关系了。"
PHRASE_hades_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_hades_disaster_title 					"n/a"
PHRASE_CONDENSED_hades_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_hades_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_hades_disaster_no_reason	  			"N/A"

;*****Hades disaster ends**********************************
PHRASE_hades_disaster_ends_title 						"[city_name]恢复"
PHRASE_hades_disaster_ends_oracle_prediction			"好消息，[player_name]。我，神谕所的先知，预见到[city_name]的执政官[leader_name]将在一年之内从哈迪斯的惩罚中恢复过来。[city_name]将恢复与你的贸易关系。"
PHRASE_hades_disaster_ends_initial_announcement		"你好，[player_name]。我，[city_name]的执政官[leader_name]，经过艰苦努力终于将城市重建了起来。我的城市现在可以与你恢复贸易关系了。"
PHRASE_hades_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_hades_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_hades_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_hades_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_hades_disaster_ends_no_reason	  				"N/A"

;*****Demeter disaster**********************************
PHRASE_demeter_disaster_title 					"得墨忒耳惩罚[city_name]"
PHRASE_demeter_disaster_oracle_prediction	    "你好，[player_name]。我，神谕所的女祭司，预见到[city_name]的执政官[leader_name]将会惹恼得墨忒耳。愤怒的女神将在城里制造混乱，使之无法与你进行贸易。"
PHRASE_demeter_disaster_initial_announcement    "我的城市遇到麻烦了，[player_name]！我，[city_name]的执政官[leader_name]，做了一件愚蠢的事情！我惹恼了女神得墨忒耳，她现在正在我的城里制造混乱。在她离开之前我无法与你进行贸易了。"
PHRASE_demeter_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_demeter_disaster_title 					"n/a"
PHRASE_CONDENSED_demeter_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_demeter_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_demeter_disaster_no_reason	  			"N/A"

;*****Demeter disaster ends**********************************
PHRASE_demeter_disaster_ends_title 						"得墨忒耳原谅[city_name]"
PHRASE_demeter_disaster_ends_oracle_prediction			"我，神谕所的女祭司，预见到女神得墨忒耳将在一年之内原谅[city_name]。与该城的贸易可以恢复了。"
PHRASE_demeter_disaster_ends_initial_announcement		"哦，好消息，[player_name]！我，[city_name]的执政官[leader_name]，得到了得墨忒耳的宽恕，她已经离开了我的城市。我现在正式宣布与你贸易关系恢复！"
PHRASE_demeter_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_demeter_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_demeter_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_demeter_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_demeter_disaster_ends_no_reason	  				"N/A"

;*****Athena disaster**********************************
PHRASE_athena_disaster_title 					"雅典娜惩罚[city_name]"
PHRASE_athena_disaster_oracle_prediction	    "我，神谕所的女祭司，有一个关于[city_name]的可怕的消息要告诉你。雅典娜向这个城市以及它的执政官[leader_name]宣战了！她的攻击将使得城市无法正常运作下去，他们将不得不与你中断贸易关系。"
PHRASE_athena_disaster_initial_announcement    "你没有处在我这个位置真是太幸运了，[player_name]。我，[city_name]的执政官[leader_name]，现在成了雅典娜可怜的玩物。只要她继续惩罚我们，我们就无法与你保持贸易关系了。"
PHRASE_athena_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_athena_disaster_title 					"n/a"
PHRASE_CONDENSED_athena_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_athena_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_athena_disaster_no_reason	  			"N/A"

;*****Athena disaster ends**********************************
PHRASE_athena_disaster_ends_title 						"[city_name]恢复"
PHRASE_athena_disaster_ends_oracle_prediction			"我，神谕所的女祭司，预见到雅典娜将在一年之内停止进攻[city_name]并离去。与[city_name]的贸易关系可以恢复了。"
PHRASE_athena_disaster_ends_initial_announcement		"你好，[player_name]。我，[city_name]的执政官[leader_name]，勉强顶住了雅典娜的进攻。她现在已经离开，我们的贸易关系可以恢复了。"
PHRASE_athena_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_athena_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_athena_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_athena_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_athena_disaster_ends_no_reason	  				"N/A"

;*****Apollo disaster**********************************
PHRASE_apollo_disaster_title 					"阿波罗惩罚[city_name]"
PHRASE_apollo_disaster_oracle_prediction	    "我，神谕所的女祭司，预见到一年之内阿波罗神将在[city_name]制造山崩。在[leader_name]重新修建城市期间他将无法与你进行贸易。"
PHRASE_apollo_disaster_initial_announcement    "我的运气怎么会这么差，[player_name]。我，[city_name]的执政官[leader_name]，不知怎么就招惹了阿波罗神，他在我的城里制造了一次山崩，把我大部分建筑都摧毁了。在重建城市期间，我们将无法与你进行贸易了。"
PHRASE_apollo_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_apollo_disaster_title 					"n/a"
PHRASE_CONDENSED_apollo_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_apollo_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_apollo_disaster_no_reason	  			"N/A"

;*****Apollo disaster ends**********************************
PHRASE_apollo_disaster_ends_title 						"[city_name]恢复"
PHRASE_apollo_disaster_ends_oracle_prediction			"我，神谕所的女祭司，看到了未来的事情，[player_name]。一年之内[city_name]的执政官[leader_name]将完成城市的重建工作。你与[city_name]的贸易关系可以恢复了。"
PHRASE_apollo_disaster_ends_initial_announcement		"你好，[player_name]。我，[city_name]的执政官[leader_name]，费尽了力气，终于将城市重建成了原来的样子。现在我们可以恢复与你的贸易了。"
PHRASE_apollo_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_apollo_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_apollo_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_apollo_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_apollo_disaster_ends_no_reason	  				"N/A"

;*****Artemis disaster**********************************
PHRASE_artemis_disaster_title 					"阿尔特弥斯惩罚[city_name]"
PHRASE_artemis_disaster_oracle_prediction	    "你好，[player_name]。我，神谕所无所不知的女祭司，预见到[city_name]的执政官[leader_name]会在无意中冒犯阿尔特弥斯。愤怒的女神将派出她所有的猎人去进攻[city_name]。该城将无法再与你进行贸易了。"
PHRASE_artemis_disaster_initial_announcement    "我真是太不走运了，[player_name]。我，[city_name]的执政官[leader_name]，无意中冒犯了阿尔特弥斯。现在她派出所有的猎人来进攻我的城市。在此期间我将无法与你进行贸易了。"
PHRASE_artemis_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_artemis_disaster_title 					"n/a"
PHRASE_CONDENSED_artemis_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_artemis_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_artemis_disaster_no_reason	  			"N/A"

;*****Artemis disaster ends**********************************
PHRASE_artemis_disaster_ends_title 						"[city_name]恢复"
PHRASE_artemis_disaster_ends_oracle_prediction			"我，神谕所的先知，预见到阿尔特弥斯的怒气将渐渐退去，她会在一年之内停止对[city_name]的进攻。到那时他们就可以与你恢复贸易关系了。"
PHRASE_artemis_disaster_ends_initial_announcement		"你好，[player_name]。我，[city_name]的执政官[leader_name]，一定是让阿尔特弥斯了解了我的悔意，所以她停止了对我们城市的进攻。生活慢慢恢复了正常，我们又可以重新进行贸易了。"
PHRASE_artemis_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_artemis_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_artemis_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_artemis_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_artemis_disaster_ends_no_reason	  				"N/A"

;*****Ares disaster**********************************
PHRASE_ares_disaster_title 					"阿瑞斯惩罚[city_name]"
PHRASE_ares_disaster_oracle_prediction	    "我给你不是一个好消息，[player_name]。我，神谕所的女祭司，预见到阿瑞斯将在一年之内因为一点小事而进攻[city_name]。他们的执政官[leader_name]将动用一切财力和物力来防御城市，将无法再与你进行贸易了。"
PHRASE_ares_disaster_initial_announcement    "你好，[player_name]。阿瑞斯选择了我的城市作为训练其士兵的场所。我，[city_name]的执政官[leader_name]，不得不动用所有的财力物力来保护自己。在此期间我无法再与你进行贸易了。"
PHRASE_ares_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_ares_disaster_title 					"n/a"
PHRASE_CONDENSED_ares_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_ares_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_ares_disaster_no_reason	  			"N/A"

;*****Ares disaster ends**********************************
PHRASE_ares_disaster_ends_title 						"[city_name]恢复"
PHRASE_ares_disaster_ends_oracle_prediction			"[city_name]的苦难马上就要过去了。我，神谕所的先知，预见到阿瑞斯将在一年之内停止进攻[city_name]，到那时它就能与你恢复贸易了。"
PHRASE_ares_disaster_ends_initial_announcement		"我也不知道我们是怎么坚持下来的，[player_name]。阿瑞斯总算停止了对我们的进攻，人们的生活又恢复了正常。我，[city_name]的执政官[leader_name]，高兴地宣布我们可以重新进行贸易了。"
PHRASE_ares_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_ares_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_ares_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_ares_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_ares_disaster_ends_no_reason	  				"N/A"

;*****Hephaestus disaster**********************************
PHRASE_hephaestus_disaster_title 					"赫淮斯托斯破坏[city_name]"
PHRASE_hephaestus_disaster_oracle_prediction	    "我，神谕所的女祭司，要告诉你一个预言，[player_name]。赫淮斯托斯将把[city_name]当作他的铁匠铺：抡起他的铁锤，点起他的火炉。只要他在城里，[city_name]就无法与你进行贸易了。"
PHRASE_hephaestus_disaster_initial_announcement    "你没有处在我的地位真是太幸运了，[player_name]。赫淮斯托斯正在我的城里，把这里当成他的作坊，大肆破坏。在他离开之前的这段日子里我，[city_name]的执政官[leader_name]，将无法与你进行贸易了。"
PHRASE_hephaestus_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_hephaestus_disaster_title 					"n/a"
PHRASE_CONDENSED_hephaestus_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_hephaestus_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_hephaestus_disaster_no_reason	  			"N/A"

;*****Hephaestus disaster ends**********************************
PHRASE_hephaestus_disaster_ends_title 						"[city_name]恢复"
PHRASE_hephaestus_disaster_ends_oracle_prediction			"我，神谕所的女祭司，预见到一年之内赫淮斯托斯将离开[city_name]。到那时，[city_name]将可以重新与你建立贸易关系。"
PHRASE_hephaestus_disaster_ends_initial_announcement		"你好，[player_name]。我的城市现在伤痕累累，不过赫淮斯托斯总算是走了。我，[city_name]的执政官[leader_name]，可以重新与你进行贸易了。"
PHRASE_hephaestus_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_hephaestus_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_hephaestus_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_hephaestus_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_hephaestus_disaster_ends_no_reason	  				"N/A"

;*****Aphrodite disaster**********************************
PHRASE_aphrodite_disaster_title 					"阿芙罗狄蒂惩罚[city_name]"
PHRASE_aphrodite_disaster_oracle_prediction	    "你好，[player_name]。我，神谕所的女祭司，有一个关于[city_name]的可怕的消息要告诉你。[city_name]不知怎么惹恼了阿芙罗狄蒂，她决定好好惩罚一下他们。在此期间[leader_name]将被迫中断与你的贸易。"
PHRASE_aphrodite_disaster_initial_announcement    "我太不幸了，[player_name]！我，[city_name]的执政官[leader_name]，一不小心让阿芙罗狄蒂误会了，她以为我侮辱了她，决定要惩罚我。在我设法平息她的怒火之前我没有办法与你进行贸易了。"
PHRASE_aphrodite_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_aphrodite_disaster_title 					"n/a"
PHRASE_CONDENSED_aphrodite_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_aphrodite_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_aphrodite_disaster_no_reason	  			"N/A"

;*****Aphrodite disaster ends**********************************
PHRASE_aphrodite_disaster_ends_title 						"阿芙罗狄蒂宽恕[city_name]"
PHRASE_aphrodite_disaster_ends_oracle_prediction			"我，神谕所的女祭司，预见到阿芙罗狄蒂将在一年之内停止对[city_name]的进攻。"
PHRASE_aphrodite_disaster_ends_initial_announcement		"[greeting][player_name]。阿芙罗狄蒂听说遥远的地方有一个漂亮的金苹果，于是就动身去寻找了。我们的城市终于恢复了平静。而我，[city_name]的执政官[leader_name]，又可以与你进行贸易了。"
PHRASE_aphrodite_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_aphrodite_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_aphrodite_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_aphrodite_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_aphrodite_disaster_ends_no_reason	  				"N/A"

;*****Hermes disaster**********************************
PHRASE_hermes_disaster_title 					"赫耳墨斯进攻[city_name]"
PHRASE_hermes_disaster_oracle_prediction	    "我，神谕所伟大的先知，预见到[city_name]将有难，[player_name]。[city_name]的执政官[leader_name]将在一年之内惹恼赫耳墨斯。为了报复，赫耳墨斯将把城里所有的贸易设施都偷走。[city_name]将无法再与你进行贸易了。"
PHRASE_hermes_disaster_initial_announcement    "我这次真的做错事了，[player_name]。我，[city_name]的执政官[leader_name]，不小心把赫耳墨斯惹恼了。为了报复，赫耳墨斯把我城里所有的贸易设施都偷走了。在他将东西归还我之前我无法与你进行贸易了。"
PHRASE_hermes_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_hermes_disaster_title 					"n/a"
PHRASE_CONDENSED_hermes_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_hermes_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_hermes_disaster_no_reason	  			"N/A"

;*****Hermes disaster ends**********************************
PHRASE_hermes_disaster_ends_title 						"赫耳墨斯宽恕[city_name]"
PHRASE_hermes_disaster_ends_oracle_prediction			"我，神谕所的先知，预见到一年之内赫耳墨斯将宽恕[city_name]，将贸易设施归还给他们。"
PHRASE_hermes_disaster_ends_initial_announcement		"好消息，[player_name]！赫耳墨斯终于将贸易设施都归还我们了。我，[city_name]的执政官[leader_name]，又可以与你进行贸易了。"
PHRASE_hermes_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_hermes_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_hermes_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_hermes_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_hermes_disaster_ends_no_reason	  				"N/A"

;*****Dionysus disaster**********************************
PHRASE_dionysus_disaster_title 					"狄厄尼索斯惩罚[city_name]"
PHRASE_dionysus_disaster_oracle_prediction	    "尊敬的[player_name]。我，神谕所的女祭司，预见到一年之内狄厄尼索斯将闯到[city_name]去惹是生非，搅得那里的人们无法正常生活。[city_name]的执政官[leader_name]将被迫与你中断贸易。"
PHRASE_dionysus_disaster_initial_announcement    "唉，[player_name]！我，[city_name]的执政官[leader_name]，现在真是手忙脚乱。狄厄尼索斯醉醺醺地闯进我的城市，到处惹是生非，搅得人们无法正常生活。我实在忙不过来，只好先中断与你的贸易了。"
PHRASE_dionysus_disaster_no_reason	  			"N/A"

PHRASE_CONDENSED_dionysus_disaster_title 					"n/a"
PHRASE_CONDENSED_dionysus_disaster_oracle_prediction	    "先知们预见到与[city_name]的贸易关系将中断。"
PHRASE_CONDENSED_dionysus_disaster_initial_announcement    "与[city_name]的贸易关系已经中断。"
PHRASE_CONDENSED_dionysus_disaster_no_reason	  			"N/A"

;*****Dionysus disaster ends**********************************
PHRASE_dionysus_disaster_ends_title 						"[city_name]恢复"
PHRASE_dionysus_disaster_ends_oracle_prediction			"你好，[player_name]。我，神谕所的女祭司，预见到狄厄尼索斯将在一年之内离开[city_name]。与[city_name]的贸易可以恢复了。"
PHRASE_dionysus_disaster_ends_initial_announcement		"感谢山林女神，[player_name]！她举办了一个盛大的宴会，把狄厄尼索斯也邀请去参加了。我，[city_name]的执政官[leader_name]，又可以与你进行贸易了！"
PHRASE_dionysus_disaster_ends_no_reason	  				"N/A"

PHRASE_CONDENSED_dionysus_disaster_ends_title 						"n/a"
PHRASE_CONDENSED_dionysus_disaster_ends_oracle_prediction			"先知们预见到与[city_name]的贸易关系很快就能恢复。"
PHRASE_CONDENSED_dionysus_disaster_ends_initial_announcement		"与[city_name]的贸易关系已经恢复。"
PHRASE_CONDENSED_dionysus_disaster_ends_no_reason	  				"N/A"


;******************************************TROOP REQUESTS******************************
;*****Ally terrorized by [monster] **********************
PHRASE_ally_terrorized_title 					"[monster]威胁[city_name]"
PHRASE_ally_terrorized_oracle_prediction 		"尊敬的[player_name]。我，神谕所的女祭司，预见到一场可怕的灾难等待着[city_name]。一年之内，可怕的[monster]将闯入他们城市肆意破坏。如果你现在就把部队派去的话，也许它会被吓走，而[city_name]的执政官[leader_name]也将对你感激万分！"
PHRASE_ally_terrorized_initial_announcement 		"不好了，[player_name]！[leader_name]送来消息说[monster]正向他的城市而去！[leader_name]请求你在[travel_time]个月内派部队前去支援。"
PHRASE_ally_terrorized_first_reminder 			"求你了，[player_name]，我全都指望你了。可怕的[monster]正在进攻我的城市[city_name]。我[leader_name]，作为你的同盟请求你火速派部队前来支援。如果你不赶快的话，恐怕就来不及了！"
PHRASE_ally_terrorized_last_reminder 			"[player_name]。我，[city_name]的执政官[leader_name]，已经有点后悔向你求援了。不过我还是期望你能够派部队前来帮我一起对付[monster]。如果你不能马上派来的话，后果将不堪设想！"
PHRASE_ally_terrorized_early_reason 	 		 	"由于你提前派去[hero_needed]，"
PHRASE_ally_terrorized_comply_reason 	 		"由于你派去的部队打败了[monster]，"
PHRASE_ally_terrorized_too_late_reason			"由于你延误了战机，没有即时派部队去对付[monster]，"
PHRASE_ally_terrorized_refuse_reason 	 		"由于你拒绝派部队去对付[monster]，"
PHRASE_ally_terrorized_lost_battle_reason 		"由于[monster]没有被打败，"
PHRASE_ally_terrorized_no_reason 				""

PHRASE_CONDENSED_ally_terrorized_title 					"n/a"
PHRASE_CONDENSED_ally_terrorized_oracle_prediction 		"先知预见到[monster]将进攻[city_name]。"
PHRASE_CONDENSED_ally_terrorized_initial_announcement 		"[city_name]需要你在[travel_time]个月内派出部队对付[monster]。"
PHRASE_CONDENSED_ally_terrorized_first_reminder 			"赶快派部队保护[city_name]。"
PHRASE_CONDENSED_ally_terrorized_last_reminder 			"马上将部队派去[city_name]，否则就来不及了。"
PHRASE_CONDENSED_ally_terrorized_early_reason 	 		 	"由于你提前到达[city_name]，"
PHRASE_CONDENSED_ally_terrorized_comply_reason 	 		"由于你的部队成功保护了[city_name]"
PHRASE_CONDENSED_ally_terrorized_too_late_reason			"由于你的部队太晚才到达，没能帮上[city_name]"
PHRASE_CONDENSED_ally_terrorized_refuse_reason 	 		"由于你没有派部队帮助[city_name]"
PHRASE_CONDENSED_ally_terrorized_lost_battle_reason 		"由于[monster]没有被击败"
PHRASE_CONDENSED_ally_terrorized_no_reason 				""

;*****Vassal terrorized by [monster]**********************
PHRASE_vassal_terrorized_title 					"[monster]威胁[city_name]"
PHRASE_vassal_terrorized_oracle_prediction 		"我，神谕所的女祭司，预见到可怕的[monster]将在一年之内进攻你的附庸城[city_name]！它的执政官[leader_name]将会向你请求支援。如果你现在就把部队派去的话，[player_name]，你和[leader_name]将有足够的时间来做好防御准备！"
PHRASE_vassal_terrorized_initial_announcement 		"最英勇的[player_name]，我怕得要死！残忍的[monster]正在进攻我的城市[city_name]。我，卑微的[leader_name]，请求您在[travel_time]个月内派部队前来支援，一起对付它！"
PHRASE_vassal_terrorized_first_reminder 			"最慷慨的[player_name]，请不要拒绝我！我，[city_name]的执政官[leader_name]，急需你的支援来对付[monster]。求你了，请赶快将部队派来好让我的城市尽快摆脱它的威胁。"
PHRASE_vassal_terrorized_last_reminder 			"[leader_name]，我不知道我们[city_name]还能支持多久。[monster]仍在进攻我的城市，把这里变成了一片废墟。我，[leader_name]，最后请求你一次将部队派来！"
PHRASE_vassal_terrorized_early_reason 	 		 	"由于你的部队提前到达，"
PHRASE_vassal_terrorized_comply_reason 	 		"由于你派去的部队打败了[monster]，"
PHRASE_vassal_terrorized_too_late_reason  			"由于你的部队太晚才去对付[monster]"
PHRASE_vassal_terrorized_refuse_reason 	 		"由于你拒绝派部队去对付[monster]"
PHRASE_vassal_terrorized_lost_battle_reason 		"由于你派去的部队没有能够击败[monster]，"
PHRASE_vassal_terrorized_no_reason 				"由于[city_name]被[monster]破坏"

PHRASE_CONDENSED_vassal_terrorized_title 					"n/a"
PHRASE_CONDENSED_vassal_terrorized_oracle_prediction 		"先知预见到[monster]将进攻[city_name]。"
PHRASE_CONDENSED_vassal_terrorized_initial_announcement 		"[city_name]请求您在[travel_time]个月内部队支援。[monster]正在进攻。"
PHRASE_CONDENSED_vassal_terrorized_first_reminder 			"赶快派部队到[city_name]去。"
PHRASE_CONDENSED_vassal_terrorized_last_reminder 			"马上将部队派到[city_name]去，再晚就来不及了。"
PHRASE_CONDENSED_vassal_terrorized_early_reason 	 		 "由于你的部队提前到达[city_name]"
PHRASE_CONDENSED_vassal_terrorized_comply_reason 	 		"由于你的部队成功保护了[city_name]"
PHRASE_CONDENSED_vassal_terrorized_too_late_reason  		"由于你的部队太晚才到达，没能帮上[city_name]"
PHRASE_CONDENSED_vassal_terrorized_refuse_reason 	 		"由于你拒绝派部队去帮助[city_name]"
PHRASE_CONDENSED_vassal_terrorized_lost_battle_reason 		"由于你派去[city_name]的部队没有战胜"
PHRASE_CONDENSED_vassal_terrorized_no_reason 				"由于[city_name]被破坏"

